,hora_del_dia,dia_de_la_semana,mes_del_ano,temp_aula,hum_aula,pres_aula,temp_exterior,nubosidad,hum_exterior,vel_viento,elevacion_sol,acimut_sol,calefaccion_encendida,derroche_siguiente_hora
2025-12-17 09:00:00,9,3,12,21.5225,68.846,1015.62,12.8,100.0,90.0,28.4,18.144,144.306,1.0,1
2025-12-17 10:00:00,10,3,12,20.9775,66.19,1016.3,13.5,96.9,86.0,29.9,23.734,157.75733333333332,1.0,1
2025-12-17 11:00:00,11,3,12,20.755000000000003,67.645,1016.05,13.8,85.2,84.0,28.1,26.691333333333333,172.59933333333336,1.0,1
2025-12-17 12:00:00,12,3,12,20.42,66.05666666666667,1015.7999999999998,14.3,97.7,83.0,25.9,26.616666666666667,188.1293333333333,1.0,1
2025-12-17 13:00:00,13,3,12,19.51,63.745000000000005,1015.55,14.1,98.4,86.0,21.6,23.524,202.90866666666668,1.0,1
2025-12-17 14:00:00,14,3,12,19.22,64.07,1015.86,13.8,66.4,88.0,19.1,17.820666666666668,216.2793333333333,1.0,1
2025-12-17 15:00:00,15,3,12,19.883333333333336,66.56,1016.5,14.1,67.2,86.0,19.1,9.398260869565217,228.9008695652174,1.0,1
2025-12-17 16:00:00,16,3,12,20.53,67.4725,1017.1666666666666,13.7,28.9,89.0,18.0,1.538076923076924,237.74769230769223,1.0,1
2025-12-17 17:00:00,17,3,12,20.585,66.755,1017.8,13.0,18.0,90.0,15.5,-9.24,247.21666666666664,1.0,1
2025-12-17 18:00:00,18,3,12,21.22,67.4525,1018.2,12.6,53.1,91.0,15.8,-20.4125,255.9925,1.0,1
2025-12-17 19:00:00,19,3,12,21.355,67.975,1018.5,12.2,48.4,90.0,15.1,-33.18,265.6966666666667,1.0,1
2025-12-17 20:00:00,20,3,12,20.6025,65.77000000000001,1018.9,12.0,52.3,90.0,16.2,-44.73333333333334,275.40000000000003,1.0,0
2025-12-17 21:00:00,21,3,12,19.97666666666667,65.85666666666667,1019.55,11.4,47.7,91.0,13.7,-56.03666666666667,287.9066666666667,0.0,0
2025-12-17 22:00:00,22,3,12,19.633333333333333,65.42333333333333,1019.75,10.8,30.5,93.0,11.9,-66.27666666666667,307.54,0.0,0
2025-12-17 23:00:00,23,3,12,19.305,64.78999999999999,1019.7,10.0,83.6,95.0,8.3,-72.93666666666668,223.64,0.0,0
2025-12-18 00:00:00,0,4,12,19.235,64.2475,1019.6666666666666,9.5,38.3,95.0,8.6,-71.53333333333333,30.040000000000003,0.0,0
2025-12-18 01:00:00,1,4,12,18.92333333333333,64.38,1020.3666666666668,9.1,43.0,97.0,9.7,-63.31999999999999,59.77666666666667,0.0,0
2025-12-18 02:00:00,2,4,12,18.756666666666664,64.185,1020.5,8.8,50.0,96.0,12.2,-52.6,76.45666666666666,0.0,0
2025-12-18 03:00:00,3,4,12,18.86,63.34,1020.3,8.3,17.2,96.0,10.8,-41.16,87.8,0.0,0
2025-12-18 04:00:00,4,4,12,18.665,63.31,1020.0,8.0,28.1,95.0,9.7,-29.616666666666664,97.06333333333332,0.0,0
2025-12-18 05:00:00,5,4,12,18.59,62.42,1020.35,7.6,86.7,95.0,8.6,-17.895,105.9375,0.0,0
2025-12-18 06:00:00,6,4,12,19.1,60.695,1020.6,7.3,58.6,95.0,7.9,-8.085555555555556,113.75333333333332,0.0,1
2025-12-18 07:00:00,7,4,12,19.862,60.912,1020.3333333333334,7.8,17.2,92.0,9.0,2.133076923076924,122.87,1.0,1
2025-12-18 08:00:00,8,4,12,21.3225,60.002500000000005,1020.2,8.2,14.1,91.0,9.7,9.820454545454544,131.67090909090908,1.0,0
2025-12-18 09:00:00,9,4,12,22.016666666666666,58.21333333333334,1020.5,10.3,15.6,88.0,10.1,18.13733333333333,144.35466666666665,0.0,1
2025-12-18 10:00:00,10,4,12,21.39,56.542,1020.42,12.7,10.2,82.0,7.6,23.718666666666664,157.8046666666667,1.0,1
2025-12-18 11:00:00,11,4,12,21.813333333333333,57.43666666666667,1019.6333333333332,14.4,0.8,76.0,4.7,26.66733333333333,172.64133333333334,1.0,1
2025-12-18 12:00:00,12,4,12,21.2825,57.375,1019.0,15.3,6.2,70.0,5.8,26.588666666666665,188.12266666666667,1.0,1
2025-12-18 13:00:00,13,4,12,20.6275,57.120000000000005,1018.175,15.7,3.9,68.0,5.8,23.495999999999995,202.8973333333333,1.0,1
2025-12-18 14:00:00,14,4,12,19.91333333333333,57.32333333333333,1017.75,16.0,3.9,68.0,5.0,17.79733333333333,216.264,1.0,1
2025-12-18 15:00:00,15,4,12,20.465,58.955,1017.65,15.9,6.2,68.0,6.1,9.358181818181816,228.90090909090907,1.0,1
2025-12-18 16:00:00,16,4,12,20.915,58.425,1017.65,14.8,5.5,79.0,6.8,1.5434615384615389,237.705,1.0,1
2025-12-18 17:00:00,17,4,12,20.880000000000003,60.46,1017.9,13.0,3.1,85.0,5.4,-8.528749999999999,246.60875,1.0,1
2025-12-18 18:00:00,18,4,12,21.3025,59.99399999999999,1018.06,12.3,0.0,88.0,9.0,-19.312,255.116,1.0,1
2025-12-18 19:00:00,19,4,12,21.38,59.41,1018.6,12.0,0.0,88.0,7.6,-33.17333333333334,265.6566666666667,1.0,1
2025-12-18 20:00:00,20,4,12,20.542,59.35,1018.625,11.2,0.0,90.0,4.3,-44.723333333333336,275.3566666666666,1.0,0
2025-12-18 21:00:00,21,4,12,19.665,59.805,1018.5,10.0,0.0,94.0,8.6,-56.03666666666666,287.8433333333333,0.0,0
2025-12-18 22:00:00,22,4,12,19.54,59.435,1018.3,9.4,0.0,93.0,9.7,-66.28333333333335,307.4633333333333,0.0,0
2025-12-18 23:00:00,23,4,12,19.1775,58.7175,1017.6666666666666,9.2,0.0,91.0,7.6,-72.95666666666666,223.58,0.0,0
2025-12-19 00:00:00,0,5,12,18.925,58.35,1017.1,8.5,0.0,90.0,5.0,-71.55666666666667,30.076666666666668,0.0,0
2025-12-19 01:00:00,1,5,12,18.745,58.32,1017.1,8.3,0.0,91.0,6.5,-63.333333333333336,59.81666666666666,0.0,0
2025-12-19 02:00:00,2,5,12,18.685,57.27,1016.95,7.7,0.0,91.0,6.5,-52.61000000000001,76.49000000000001,0.0,0
2025-12-19 03:00:00,3,5,12,18.710000000000004,56.70000000000001,1016.8,7.3,0.0,91.0,6.5,-41.17000000000001,87.83,0.0,0
2025-12-19 04:00:00,4,5,12,18.445,56.23,1016.35,7.1,2.3,90.0,7.2,-29.63,97.08666666666666,0.0,0
2025-12-19 05:00:00,5,5,12,18.35,54.424,1016.425,6.7,0.0,90.0,7.2,-17.897499999999997,105.965,0.0,0
2025-12-19 06:00:00,6,5,12,18.34,53.43,1016.425,6.9,0.0,88.0,8.3,-8.085555555555555,113.78222222222222,0.0,1
2025-12-19 07:00:00,7,5,12,18.565,56.425,1016.5,6.9,0.0,89.0,7.2,2.131923076923077,122.90038461538462,1.0,1
2025-12-19 08:00:00,8,5,12,19.24,57.136,1016.325,7.3,2.3,87.0,10.4,9.82,131.7031818181818,1.0,1
2025-12-19 09:00:00,9,5,12,19.0,55.525000000000006,1016.575,9.4,23.4,84.0,9.4,18.13133333333333,144.39266666666666,1.0,1
2025-12-19 10:00:00,10,5,12,18.855,55.375,1016.2,12.1,41.4,79.0,5.8,23.708,157.83933333333337,1.0,1
2025-12-19 11:00:00,11,5,12,18.6475,55.8375,1015.58,13.9,100.0,73.0,4.7,26.64933333333333,172.67066666666668,1.0,1
2025-12-19 12:00:00,12,5,12,18.69,55.95333333333334,1014.7,15.0,100.0,71.0,5.8,26.568,188.124,1.0,1
2025-12-19 13:00:00,13,5,12,18.73,56.572500000000005,1014.15,15.3,100.0,69.0,7.9,23.476000000000003,202.892,1.0,1
2025-12-19 14:00:00,14,5,12,18.765,56.985,1013.5,15.2,100.0,71.0,7.2,17.779333333333334,216.256,1.0,1
2025-12-19 15:00:00,15,5,12,18.805,57.56999999999999,1013.65,15.1,100.0,74.0,6.1,9.351363636363637,228.87727272727275,1.0,1
2025-12-19 16:00:00,16,5,12,18.856666666666666,58.303333333333335,1013.9333333333334,14.2,100.0,82.0,5.8,1.7695999999999998,237.47,1.0,1
2025-12-19 17:00:00,17,5,12,18.86,59.16,1014.2,12.8,100.0,85.0,5.0,-8.035555555555556,246.16666666666663,1.0,1
2025-12-19 18:00:00,18,5,12,18.795,59.33,1014.35,12.3,100.0,87.0,5.0,-19.312,255.09,1.0,1
2025-12-19 19:00:00,19,5,12,19.17,58.455,1014.65,11.9,100.0,88.0,5.8,-33.17333333333333,265.6333333333334,1.0,1
2025-12-19 20:00:00,20,5,12,18.84,58.685,1014.4,11.3,100.0,91.0,6.1,-44.723333333333336,275.3233333333333,1.0,0
2025-12-19 21:00:00,21,5,12,18.605,58.855,1014.1,10.8,100.0,93.0,6.1,-56.03666666666666,287.8066666666667,0.0,0
2025-12-19 22:00:00,22,5,12,18.39,59.10333333333333,1013.8,10.4,100.0,94.0,5.8,-66.28333333333335,307.41,0.0,0
2025-12-19 23:00:00,23,5,12,18.36,58.96,1013.4,10.0,100.0,94.0,5.8,-72.97000000000001,223.5333333333333,0.0,0
2025-12-20 00:00:00,0,6,12,18.3475,58.8325,1012.7666666666668,9.9,100.0,94.0,7.2,-71.57,30.090000000000003,0.0,0
2025-12-20 01:00:00,1,6,12,18.29,58.735,1012.3,9.6,100.0,94.0,7.2,-63.34666666666666,59.84,0.0,0
2025-12-20 02:00:00,2,6,12,18.18,58.59,1011.8,9.5,100.0,93.0,9.0,-52.620000000000005,76.51,0.0,0
2025-12-20 03:00:00,3,6,12,18.0,58.6375,1011.3,9.7,100.0,91.0,6.5,-41.18,87.84666666666668,0.0,0
2025-12-20 04:00:00,4,6,12,17.9,58.375,1011.0,9.6,97.7,91.0,6.5,-29.64,97.1,0.0,0
2025-12-20 05:00:00,5,6,12,17.895,57.88,1010.65,8.7,25.8,92.0,7.9,-17.9,105.9775,0.0,0
2025-12-20 06:00:00,6,6,12,17.755000000000003,57.83,1010.85,8.0,37.5,91.0,8.6,-8.085555555555556,113.80222222222224,0.0,0
2025-12-20 07:00:00,7,6,12,17.62,57.35,1011.0,8.3,96.9,90.0,8.3,1.972,122.75,0.0,0
2025-12-20 08:00:00,8,6,12,17.352500000000003,57.197500000000005,1011.0,8.9,83.6,89.0,7.2,9.656521739130437,131.52478260869563,0.0,0
2025-12-20 09:00:00,9,6,12,17.366666666666667,56.77333333333333,1011.3,10.4,93.0,87.0,7.2,18.128666666666668,144.41466666666665,0.0,0
2025-12-20 10:00:00,10,6,12,17.26,56.883333333333326,1011.2,12.2,95.3,83.0,6.5,23.700666666666667,157.8613333333333,0.0,0
2025-12-20 11:00:00,11,6,12,17.256666666666664,57.06166666666667,1010.1833333333334,14.1,35.2,74.0,4.7,26.638,172.69,0.0,0
2025-12-20 12:00:00,12,6,12,17.34,56.6825,1008.9666666666668,15.4,65.6,68.0,4.0,26.556,188.118,0.0,0
2025-12-20 13:00:00,13,6,12,17.4575,56.538,1008.25,16.1,96.9,64.0,4.7,23.466,202.884,0.0,0
2025-12-20 14:00:00,14,6,12,17.4575,56.538,1008.25,15.9,100.0,65.0,9.4,17.771333333333335,216.24733333333336,0.0,0
2025-12-20 15:00:00,15,6,12,17.543333333333333,56.52,1007.7,15.3,100.0,69.0,10.1,9.350454545454546,228.86090909090908,0.0,0
2025-12-20 16:00:00,16,6,12,17.46,56.9,1007.7,14.3,98.4,77.0,9.4,1.7732000000000006,237.45,0.0,0
2025-12-20 17:00:00,17,6,12,17.545,56.92,1007.4,12.8,85.9,81.0,10.4,-8.035555555555554,246.1533333333333,0.0,0
2025-12-20 18:00:00,18,6,12,17.545,57.26,1007.3,12.5,100.0,83.0,12.6,-19.314,255.08,0.0,0
2025-12-20 19:00:00,19,6,12,17.585,57.43,1007.1,11.8,27.3,84.0,9.7,-33.17333333333334,265.61333333333334,0.0,0
2025-12-20 20:00:00,20,6,12,17.564999999999998,57.53333333333333,1007.2,11.1,49.2,86.0,10.1,-44.72333333333333,275.3033333333333,0.0,0
2025-12-20 21:00:00,21,6,12,17.28,58.58,1007.1,10.2,100.0,89.0,12.2,-56.03666666666667,287.7866666666667,0.0,0
2025-12-20 22:00:00,22,6,12,17.23,58.805,1006.9,10.2,100.0,85.0,13.0,-66.28666666666666,307.38,0.0,0
2025-12-20 23:00:00,23,6,12,17.223333333333333,58.72333333333333,1006.4333333333334,11.6,100.0,74.0,17.3,-72.97333333333334,223.51666666666665,0.0,0
2025-12-21 00:00:00,0,7,12,16.793333333333333,58.125,1005.9333333333334,11.8,94.5,72.0,18.7,-71.57666666666667,30.10666666666667,0.0,0
2025-12-21 01:00:00,1,7,12,16.66,57.73,1005.9333333333334,10.8,3.1,73.0,19.4,-63.35333333333333,59.85666666666666,0.0,0
2025-12-21 02:00:00,2,7,12,16.49,56.81333333333333,1005.3666666666668,10.3,10.2,73.0,17.6,-52.623333333333335,76.52,0.0,0
2025-12-21 03:00:00,3,7,12,16.483333333333334,55.84333333333333,1004.85,9.8,38.3,72.0,18.7,-41.18666666666666,87.85666666666667,0.0,0
2025-12-21 04:00:00,4,7,12,16.525,55.325,1004.25,9.6,57.8,70.0,18.4,-29.646666666666665,97.10666666666668,0.0,0
2025-12-21 05:00:00,5,7,12,16.48,55.14,1003.8,9.1,85.9,72.0,19.4,-17.9025,105.9875,0.0,0
2025-12-21 06:00:00,6,7,12,16.245,54.33,1003.5,8.5,87.5,74.0,19.8,-8.085555555555556,113.81222222222222,0.0,0
2025-12-21 07:00:00,7,7,12,16.212,53.618,1002.86,8.4,99.2,76.0,17.6,1.9744,122.7612,0.0,0
2025-12-21 08:00:00,8,7,12,16.435000000000002,53.43666666666667,1003.0,8.8,100.0,77.0,15.1,9.656521739130437,131.53565217391304,0.0,0
2025-12-21 09:00:00,9,7,12,16.5275,53.307500000000005,1002.9,9.4,100.0,78.0,12.2,18.128666666666668,144.42533333333333,0.0,0
2025-12-21 10:00:00,10,7,12,16.592000000000002,53.333333333333336,1002.25,9.8,100.0,80.0,12.2,23.698,157.87333333333336,0.0,0
2025-12-21 11:00:00,11,7,12,16.495,53.61,1001.28,10.1,93.0,80.0,13.7,26.632666666666672,172.69933333333333,0.0,0
2025-12-21 12:00:00,12,7,12,16.281818181818185,52.27454545454545,1000.825,13.2,69.5,68.0,13.0,26.51142857142857,188.118,0.0,0
2025-12-21 13:00:00,13,7,12,16.187,50.67076923076922,1000.5857142857142,14.5,100.0,65.0,16.2,23.464,202.884,0.0,0
2025-12-21 14:00:00,14,7,12,15.995714285714286,48.275000000000006,1000.4,14.7,99.2,55.0,20.2,17.766000000000005,216.2466666666667,0.0,0
2025-12-21 15:00:00,15,7,12,15.927142857142858,47.74999999999999,1000.55,13.9,100.0,59.0,23.0,9.513809523809524,228.6561904761905,0.0,0
2025-12-21 16:00:00,16,7,12,15.826666666666668,47.900000000000006,1000.4,12.9,100.0,62.0,19.8,1.9311538461538464,237.2776923076923,0.0,0
2025-12-21 17:00:00,17,7,12,15.845,48.425,1000.225,12.0,100.0,64.0,16.9,-8.035555555555554,246.15,0.0,0
2025-12-21 18:00:00,18,7,12,15.853333333333332,48.98666666666666,999.9333333333334,11.3,100.0,65.0,18.4,-19.314,255.076,0.0,0
2025-12-21 19:00:00,19,7,12,16.04,49.78,1000.125,10.2,100.0,66.0,18.0,-33.17333333333334,265.61333333333334,0.0,0
2025-12-21 20:00:00,20,7,12,16.1525,50.2025,1000.275,10.0,100.0,67.0,18.7,-44.723333333333336,275.30333333333334,0.0,0
2025-12-21 21:00:00,21,7,12,16.0625,50.7825,999.775,9.6,100.0,70.0,16.9,-56.03666666666666,287.77666666666664,0.0,0
2025-12-21 22:00:00,22,7,12,16.066000000000003,50.59714285714285,999.842857142857,9.1,100.0,70.0,18.7,-66.28666666666668,307.37333333333333,0.0,0
2025-12-21 23:00:00,23,7,12,15.748333333333337,50.1,999.5,8.7,100.0,73.0,18.0,-72.485,335.155,0.0,0
2025-12-22 00:00:00,0,1,12,15.672,49.104,999.0,8.3,99.2,74.0,16.2,-73.06,15.86,0.0,0
2025-12-22 01:00:00,1,1,12,15.393333333333336,47.68333333333334,999.4166666666666,8.2,100.0,69.0,18.7,-66.53,51.92666666666667,0.0,0
2025-12-22 02:00:00,2,1,12,15.236666666666666,46.29857142857143,999.785714285714,7.6,100.0,67.0,21.6,-56.333333333333336,71.81666666666666,0.0,0
2025-12-22 03:00:00,3,1,12,15.065,45.486,1000.2,6.9,100.0,67.0,23.0,-45.03333333333333,84.41000000000001,0.0,0
2025-12-22 04:00:00,4,1,12,14.995,45.4125,1000.625,6.6,76.6,65.0,23.0,-33.483333333333334,94.14666666666666,0.0,0
2025-12-22 05:00:00,5,1,12,15.3125,44.8825,1000.525,5.7,0.0,66.0,22.7,-19.486,104.78799999999998,0.0,0
2025-12-22 06:00:00,6,1,12,15.32,44.71,1001.125,5.4,0.0,65.0,22.0,-8.61,113.37125,0.0,1
2025-12-22 07:00:00,7,1,12,16.466250000000002,44.26500000000001,1001.9,5.9,18.7,63.0,20.9,1.746923076923077,122.54923076923076,1.0,1
2025-12-22 08:00:00,8,1,12,18.678571428571427,43.370000000000005,1002.66,6.1,26.6,63.0,23.8,9.656521739130437,131.5313043478261,1.0,1
2025-12-22 09:00:00,9,1,12,19.766666666666666,41.59666666666666,1003.15,7.5,0.8,58.0,22.3,18.12866666666667,144.4226666666667,1.0,1
2025-12-22 10:00:00,10,1,12,20.17,37.95333333333333,1003.3333333333334,9.0,0.0,58.0,21.6,23.698666666666668,157.86866666666668,1.0,1
2025-12-22 11:00:00,11,1,12,19.818,34.70399999999999,1002.6666666666666,10.2,0.8,55.0,23.8,26.60214285714285,172.1807142857143,1.0,1
2025-12-22 12:00:00,12,1,12,17.906875,36.028,1002.435,11.6,0.0,47.0,23.0,26.65666666666667,187.10333333333327,1.0,1
2025-12-22 13:00:00,13,1,12,17.8147619047619,34.807826086956524,1002.018181818182,12.4,19.5,44.0,22.0,23.758,201.938,1.0,1
2025-12-22 14:00:00,14,1,12,17.77142857142857,34.626,1002.0714285714286,12.6,1.6,42.0,24.1,18.21933333333333,215.40866666666668,1.0,1
2025-12-22 15:00:00,15,1,12,17.389999999999997,35.85916666666667,1002.4833333333336,12.4,7.8,44.0,23.8,9.739090909090908,228.35772727272723,1.0,1
2025-12-22 16:00:00,16,1,12,17.89,37.785,1003.2999999999998,11.3,15.6,48.0,24.5,1.9311538461538469,237.28461538461536,1.0,1
2025-12-22 17:00:00,17,1,12,17.176,37.5,1004.15,10.1,1.6,50.0,24.1,-8.035555555555556,246.15444444444444,1.0,1
2025-12-22 18:00:00,18,1,12,17.244999999999997,37.45,1004.7,9.4,0.8,51.0,26.3,-19.314,255.08,1.0,1
2025-12-22 19:00:00,19,1,12,16.849999999999998,36.0625,1004.9333333333334,8.4,0.8,55.0,28.4,-33.17333333333333,265.62333333333333,1.0,1
2025-12-22 20:00:00,20,1,12,16.433333333333334,36.17,1005.35,8.1,0.8,56.0,24.5,-44.72333333333333,275.31333333333333,1.0,0
2025-12-22 21:00:00,21,1,12,15.825,36.555,1005.1,7.9,21.1,57.0,23.0,-56.03666666666667,287.7933333333333,0.0,0
2025-12-22 22:00:00,22,1,12,15.590000000000002,37.046,1004.84,7.9,7.8,57.0,23.4,-66.28333333333333,307.39,0.0,0
2025-12-22 23:00:00,23,1,12,15.476666666666668,38.06,1004.6,7.9,41.4,59.0,24.1,-72.485,335.17999999999995,0.0,0
2025-12-23 00:00:00,0,2,12,15.465,38.99,1004.35,8.0,21.9,61.0,23.4,-73.05666666666667,15.843333333333334,0.0,0
2025-12-23 01:00:00,1,2,12,15.255,40.055,1004.05,7.9,50.8,63.0,25.2,-66.53000000000002,51.91,0.0,0
2025-12-23 02:00:00,2,2,12,15.19,40.845,1003.85,7.9,14.8,63.0,23.8,-56.330000000000005,71.80333333333334,0.0,0
2025-12-23 03:00:00,3,2,12,15.055,41.275,1003.5,7.6,4.7,63.0,23.4,-45.03,84.39666666666666,0.0,0
2025-12-23 04:00:00,4,2,12,14.920000000000002,41.5725,1002.9333333333334,7.2,9.4,63.0,23.0,-33.48333333333333,94.13666666666668,0.0,0
2025-12-23 05:00:00,5,2,12,14.78,41.655,1002.9,7.0,26.6,63.0,22.7,-19.486,104.778,0.0,0
2025-12-23 06:00:00,6,2,12,15.715,40.5275,1002.9666666666666,7.0,16.4,62.0,22.0,-8.60875,113.36,0.0,1
2025-12-23 07:00:00,7,2,12,15.665,40.2,1002.7666666666668,7.9,48.4,61.0,23.8,1.7492307692307694,122.5369230769231,1.0,1
2025-12-23 08:00:00,8,2,12,14.926666666666668,41.193333333333335,1003.05,8.1,20.3,60.0,24.1,9.444545454545455,131.23090909090908,1.0,1
2025-12-23 09:00:00,9,2,12,14.845,41.63,1003.2,9.0,37.5,59.0,23.0,17.68,143.56866666666667,1.0,1
2025-12-23 10:00:00,10,2,12,14.973333333333334,40.50750000000001,1002.575,10.4,50.0,59.0,21.2,23.41,156.90933333333334,1.0,1
2025-12-23 11:00:00,11,2,12,15.0375,39.96941176470588,1001.64375,11.7,51.6,57.0,20.5,26.54133333333333,171.66333333333336,1.0,1
2025-12-23 12:00:00,12,2,12,15.20818181818182,39.74333333333333,1000.3333333333334,13.0,82.8,52.0,22.0,26.668,187.10666666666663,1.0,1
2025-12-23 13:00:00,13,2,12,15.435000000000002,39.71545454545455,999.8545454545456,13.9,24.2,47.0,23.8,23.768,201.944,1.0,1
2025-12-23 14:00:00,14,2,12,15.631666666666668,39.628,999.51,14.0,99.2,48.0,23.4,18.22866666666668,215.41666666666669,1.0,1
2025-12-23 15:00:00,15,2,12,15.64,40.09,999.7,13.4,93.7,51.0,22.0,9.742272727272727,228.37318181818185,1.0,1
2025-12-23 16:00:00,16,2,12,15.536666666666669,40.95,1000.1,12.6,87.5,52.0,22.0,1.9288461538461537,237.3042307692308,1.0,1
2025-12-23 17:00:00,17,2,12,15.28,41.795,1000.45,11.6,57.0,53.0,21.6,-8.035555555555554,246.1722222222222,1.0,1
2025-12-23 18:00:00,18,2,12,15.09,42.365,1000.75,10.8,14.8,55.0,21.6,-19.314,255.1,1.0,1
2025-12-23 19:00:00,19,2,12,15.033333333333331,42.62,1001.15,10.7,12.5,56.0,21.6,-33.17333333333334,265.63666666666666,1.0,1
2025-12-23 20:00:00,20,2,12,14.993333333333332,43.04666666666666,1001.7333333333336,9.8,11.7,59.0,20.9,-44.723333333333336,275.3333333333333,1.0,0
2025-12-23 21:00:00,21,2,12,14.97,43.24,1001.7333333333336,9.1,7.0,62.0,19.4,-56.03666666666666,287.82,0.0,0
2025-12-23 22:00:00,22,2,12,14.986666666666666,43.6075,1002.325,8.6,70.3,65.0,16.6,-66.28333333333335,307.43,0.0,0
2025-12-23 23:00:00,23,2,12,14.986666666666666,43.62,1002.325,8.2,51.6,68.0,13.7,-72.47,335.225,0.0,0
2025-12-24 00:00:00,0,3,12,14.806666666666668,44.150000000000006,1002.95,7.7,68.7,72.0,12.2,-73.04,15.839999999999998,0.0,0
2025-12-24 01:00:00,1,3,12,14.77,44.6,1002.95,9.0,100.0,73.0,13.0,-66.51333333333334,51.88333333333333,0.0,0
2025-12-24 02:00:00,2,3,12,14.823333333333332,44.72666666666667,1003.0333333333332,8.3,98.4,79.0,9.0,-56.32,71.78,0.0,0
2025-12-24 03:00:00,3,3,12,14.71,45.51,1002.9,8.0,96.9,79.0,9.4,-45.02333333333333,84.38333333333334,0.0,0
2025-12-24 04:00:00,4,3,12,14.756666666666668,45.84666666666666,1002.8,7.8,86.7,77.0,9.4,-33.47333333333333,94.12,0.0,0
2025-12-24 05:00:00,5,3,12,14.775,46.15,1003.2,7.5,38.3,78.0,10.1,-19.482,104.762,0.0,0
2025-12-24 06:00:00,6,3,12,14.753333333333336,46.45666666666667,1003.6,7.0,21.1,82.0,10.4,-8.6075,113.3375,0.0,1
2025-12-24 07:00:00,7,3,12,14.62,46.705,1004.0,7.1,45.3,82.0,10.1,1.5872,122.34240000000004,1.0,1
2025-12-24 08:00:00,8,3,12,14.286666666666669,47.55,1004.4,7.1,57.0,81.0,11.5,9.28608695652174,131.01217391304343,1.0,1
2025-12-24 09:00:00,9,3,12,14.12,48.303333333333335,1004.9,8.6,41.4,77.0,10.8,17.684666666666665,143.54066666666668,1.0,1
2025-12-24 10:00:00,10,3,12,14.12,49.18,1004.7,10.7,45.3,74.0,11.2,23.421333333333333,156.882,1.0,1
2025-12-24 11:00:00,11,3,12,14.272,48.92999999999999,1003.82,12.7,100.0,62.0,10.1,26.556,171.636,1.0,1
2025-12-24 12:00:00,12,3,12,14.55,47.95,1002.95,13.5,99.2,55.0,8.3,26.616153846153846,187.10333333333327,1.0,1
2025-12-24 13:00:00,13,3,12,14.635000000000002,47.42666666666667,1002.1333333333332,14.2,7.0,51.0,7.2,23.788,201.948,1.0,1
2025-12-24 14:00:00,14,3,12,14.756666666666666,47.11333333333334,1001.55,14.3,0.8,51.0,7.6,18.24533333333333,215.424,1.0,1
2025-12-24 15:00:00,15,3,12,14.795,47.005,1001.35,14.0,6.2,53.0,9.0,9.918571428571427,228.18761904761905,1.0,1
2025-12-24 16:00:00,16,3,12,14.88,47.27,1001.35,12.9,1.6,62.0,9.7,2.084444444444444,237.1655555555556,1.0,1
2025-12-24 17:00:00,17,3,12,14.89,47.54,1001.65,11.2,0.0,68.0,10.8,-8.035555555555554,246.1988888888889,1.0,1
2025-12-24 18:00:00,18,3,12,14.81,47.975,1001.85,10.4,9.4,71.0,11.5,-19.314,255.12600000000003,1.0,1
2025-12-24 19:00:00,19,3,12,14.71,48.48,1001.9666666666668,9.6,18.0,75.0,11.2,-33.17666666666667,265.67,1.0,1
2025-12-24 20:00:00,20,3,12,14.72,48.8,1002.1,8.6,21.9,78.0,9.7,-44.72333333333333,275.37666666666667,1.0,0
2025-12-24 21:00:00,21,3,12,14.726666666666668,49.19,1002.5,7.7,39.8,80.0,9.4,-56.03666666666666,287.87000000000006,0.0,0
2025-12-24 22:00:00,22,3,12,14.7,49.2,1002.9,7.0,34.4,82.0,7.6,-66.27666666666666,307.5,0.0,0
2025-12-24 23:00:00,23,3,12,14.61,49.56999999999999,1003.0,6.4,49.2,85.0,8.3,-72.46000000000001,335.295,0.0,0
2025-12-25 00:00:00,0,4,12,14.645,49.845,1002.65,6.1,17.2,86.0,9.7,-73.01666666666667,15.826666666666668,0.0,0
2025-12-25 01:00:00,1,4,12,14.46,49.91,1002.9333333333334,7.3,16.4,84.0,7.6,-66.49666666666667,51.85,0.0,0
2025-12-25 02:00:00,2,4,12,14.48,49.83,1003.35,6.1,60.9,87.0,6.5,-56.30333333333334,71.74666666666667,0.0,0
2025-12-25 03:00:00,3,4,12,14.555,49.775,1003.2,6.1,82.0,86.0,8.3,-45.00666666666667,84.35333333333334,0.0,0
2025-12-25 04:00:00,4,4,12,14.456666666666669,49.903333333333336,1002.9666666666668,7.1,28.9,82.0,14.0,-33.45666666666667,94.09666666666664,0.0,0
2025-12-25 05:00:00,5,4,12,14.415000000000004,50.02625,1003.8375,7.4,57.0,83.0,17.6,-19.474,104.734,0.0,0
2025-12-25 06:00:00,6,4,12,14.44,50.3,1004.5333333333332,7.7,74.2,83.0,20.9,-8.60875,113.30125,0.0,1
2025-12-25 07:00:00,7,4,12,14.45,50.815,1004.95,8.3,92.2,90.0,28.8,1.5892000000000002,122.3096,1.0,1
2025-12-25 08:00:00,8,4,12,14.293333333333337,52.11666666666667,1005.3333333333334,8.6,81.2,88.0,27.7,9.291304347826088,130.97565217391303,1.0,1
2025-12-25 09:00:00,9,4,12,14.135,52.82,1005.65,9.3,93.0,84.0,25.6,17.689999999999998,143.49666666666664,1.0,1
